enviroment,algorithm,learning_rate,batch_size,hidden_units,num_layers,steps,max_steps,ram_gb,cpu_cores,time_horizon,buffer_size,beta,epsilon,lambd,num_epoch,tau,reward_signal_steps_per_update,init_entcoef,num_parallel_agents,training_duration_seconds,peak_ram_mb,gamma,strength,summary_freq,os,timestamp,gpu_available,gpu,gpu_memory_gb,final_mean_entropy,final_sum_entropy,final_mean_reward,final_sum_reward,final_cumulative_mean_reward,final_cumulative_sum_reward,final_mean_extrinsic_value_estimate,final_sum_extrinsic_value_estimate,final_mean_policy_loss,final_sum_policy_loss,final_mean_value_loss,final_sum_value_loss,final_mean_q1_loss,final_sum_q1_loss,final_mean_q2_loss,final_sum_q2_loss,final_mean_cont_entropy_coeff,final_sum_cont_entropy_coeff,final_learning_rate_mean,final_learning_rate_sum
Basic,ppo,0.0002078000776777,128,481,3,59614,568768,63.77914810180664,28,256,4096,0.0082267381200643,0.1064698527432606,0.9899681588940032,10,0.0,0.0,0.0,1,146.48739449999994,1328.25390625,0.8155079133413644,1.0,10000,Windows,2026-01-04T13:08:05.158839,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,0.3378512859344482,3376.823486328125,0.7056533259584844,1074.7100154347718,0.7056533259584844,1074.7100154347718,0.398705244064331,607.2280883789062,0.0820764652351499,0.2462293957054498,0.0032528233478842,0.0097584700436527,0,0,0,0,0,0,0.0002078000776777,0.0006234002330332
GridWorld,ppo,0.0002441128493857,1024,752,4,259486,259486,63.77914810180664,28,64,2048,0.0079771491129593,0.1714112232082841,0.9894413849863066,4,0.0,0.0,0.0,1,113.88915159999942,19365.1796875,0.8866135684226832,1.0,10000,Windows,2026-01-04T13:11:47.074803,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0
3DBall,ppo,0.0009976082643686,128,638,4,135837,226307,63.77914810180664,28,256,4096,0.0092322232310107,0.2460162797753294,0.9011067263891884,4,0.0,0.0,0.0,1,67.04658289999952,1180.33203125,0.8024644306789256,1.0,10000,Windows,2026-01-04T13:13:22.322192,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.5133155584335327,4412.828125,14.29243915672062,1700.8002596497536,14.29243915672062,1700.8002596497536,0.2978482246398926,36.63533020019531,0.1022563386906051,0.2045126773812102,0.0022936540110043,0.0045873080220086,0,0,0,0,0,0,0.0009976082643686,0.0019952165287373
Pyramids,ppo,0.0006039882887245,128,95,2,282880,264813,63.77914810180664,28,256,10240,0.0090810001509883,0.1618494794500635,0.941224847436038,7,0.0,0.0,0.0,1,259.2145004000004,1511.48828125,0.9156421165009296,1.0,10000,Windows,2026-01-04T13:18:10.763630,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.458849310874939,70538.28125,-1.0000000596046448,-16.000000953674316,-1.0000000596046448,-16.000000953674316,-0.0088589740917086,-0.3454999923706054,0.073956323585229,0.073956323585229,0.2084637165646113,0.2084637165646113,0,0,0,0,0,0,0.0006039882887245,0.0006039882887245
Pyramids,ppo,0.0004514408448066,1024,286,1,221469,212440,63.77914810180664,28,128,10240,0.0056531335574284,0.116767068747955,0.917832848562676,9,0.0,0.0,0.0,1,139.41944610000064,1409.56640625,0.8092992312638685,1.0,10000,Windows,2026-01-04T13:20:34.048363,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.2141611576080322,3632.77001953125,-1.0000000521540642,-12.00000062584877,-1.0000000521540642,-12.00000062584877,-0.0070405742153525,-0.563245952129364,0.0304272663391505,0.0304272663391505,0.1508888035874676,0.1508888035874676,0,0,0,0,0,0,0.0004514408448066,0.0004514408448066
Pyramids,ppo,0.0001235580472184,64,531,3,101504,239055,63.77914810180664,28,64,8192,0.0063743869116996,0.2923903621802357,0.967616620333182,5,0.0,0.0,0.0,1,122.8073298999998,1382.55859375,0.8578361363861258,1.0,10000,Windows,2026-01-04T13:22:40.746261,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.1892404556274414,15222.27734375,0.0,0.0,0.0,0.0,-0.0121218608692288,-1.891010284423828,0.1073052855462513,0.1073052855462513,0.8880866828628562,0.8880866828628562,0,0,0,0,0,0,0.0001235580472184,0.0001235580472184
Hallway,ppo,0.000322226176714,64,864,5,28672,427539,63.77914810180664,28,64,4096,0.0054634413771151,0.1286079328583728,0.910152115585822,7,0.0,0.0,0.0,1,32.28477220000059,1449.26953125,0.9408155643182624,1.0,10000,Windows,2026-01-04T13:25:06.752188,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.6063493490219116,22334.681640625,0.0,0.0,0.0,0.0,-0.0219477079808712,-3.423842430114746,0.3203185609375525,0.3203185609375525,0.0001004997194326,0.0001004997194326,0,0,0,0,0,0,0.000322226176714,0.000322226176714
Hallway,ppo,0.000322226176714,64,864,5,40576,427539,63.77914810180664,28,64,4096,0.0054634413771151,0.1286079328583728,0.910152115585822,7,0.0,0.0,0.0,1,49.70822109999972,1460.40625,0.9408155643182624,1.0,10000,Windows,2026-01-04T14:25:52.910025,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.5955442190170288,15674.6259765625,0.0,0.0,0.0,0.0,-0.0758584812283515,-11.83392333984375,0.3877728388915599,0.3877728388915599,1.803340602818053e-05,1.803340602818053e-05,0,0,0,0,0,0,0.000322226176714,0.000322226176714
Hallway,ppo,0.000332501150431,512,847,5,589001,585738,63.77914810180664,28,256,4096,0.0059828858699105,0.1720293521203308,0.90251996356884,7,0.0,0.0,0.0,1,216.4280614,1607.875,0.8948595472348593,1.0,10000,Windows,2026-01-04T14:30:24.379028,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.5940556526184082,382.5733642578125,-0.947166753311952,-11.366001039743423,-0.947166753311952,-11.366001039743423,-0.0189647227525711,-0.7396242022514343,0.0614933026578531,0.0614933026578531,1.0161733789278381e-07,1.0161733789278381e-07,0,0,0,0,0,0,0.000332501150431,0.000332501150431
Hallway,ppo,0.0001725863620732,512,726,2,848565,842385,63.77914810180664,28,512,4096,0.0091010850273742,0.2753230198822016,0.9338765855188949,8,0.0,0.0,0.0,1,304.6377601999993,1777.53515625,0.93771113906073,1.0,10000,Windows,2026-01-04T14:35:32.911114,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.5314223766326904,367.5413818359375,-1.0000001192092896,-20.00000238418579,-1.0000001192092896,-20.00000238418579,-0.0296033266931772,-0.5920665264129639,0.1458877539262175,0.1458877539262175,3.736913562590871e-06,3.736913562590871e-06,0,0,0,0,0,0,0.0001725863620732,0.0001725863620732
Hallway,ppo,0.0007815537921748,512,671,1,626155,625174,63.77914810180664,28,128,8192,0.0049041492671678,0.2436458453375725,0.941081921173906,5,0.0,0.0,0.0,1,189.1635009999991,1484.5078125,0.8392849116141582,1.0,10000,Windows,2026-01-04T14:38:45.985301,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.4586879014968872,2450.595703125,-0.8664095895630973,-30.324335634708405,-0.8664095895630973,-30.324335634708405,-0.0107393292710185,-0.83766770362854,0.1159645617336911,0.1159645617336911,2.2083969537668643e-05,2.2083969537668643e-05,0,0,0,0,0,0,0.0007815537921748,0.0007815537921748
Hallway,ppo,0.0001776640589366,128,249,3,618162,599753,63.77914810180664,28,512,4096,0.0042990734829698,0.1888235522044426,0.989040586159666,5,0.0,0.0,0.0,1,300.1678133000005,1750.69140625,0.9559582572738156,1.0,10000,Windows,2026-01-04T14:43:50.023300,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.5762027502059937,353.0694274902344,-1.0000001192092896,-20.00000238418579,-1.0000001192092896,-20.00000238418579,-0.0447095744311809,-0.8941915035247803,0.1478009368802304,0.1478009368802304,2.653228294491328e-06,2.653228294491328e-06,0,0,0,0,0,0,0.0001776640589366,0.0001776640589366
Hallway,ppo,0.0003409810092119,256,969,1,700263,700238,63.77914810180664,28,128,4096,0.0083153747489088,0.1465294380118125,0.947867435414822,6,0.0,0.0,0.0,1,261.351326,1472.41796875,0.9780221906793988,1.0,10000,Windows,2026-01-04T14:48:15.274034,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.0066102743148804,10517.064453125,0.3792984246895575,72.44599911570549,0.3792984246895575,72.44599911570549,0.2410565316677093,46.04179763793945,0.3776266861572295,1.5105067446289182,0.0328655339373439,0.1314621357493759,0,0,0,0,0,0,0.0003409810092119,0.0013639240368477
Hallway,ppo,0.0001797562911073,256,90,4,728557,721514,63.77914810180664,28,1024,2048,0.0084742873907097,0.1476069281531076,0.9656003779960122,5,0.0,0.0,0.0,1,263.56396010000026,1774.76171875,0.878624375491756,1.0,10000,Windows,2026-01-04T14:52:42.722180,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.6004648208618164,717.0082397460938,-1.0000001192092896,-20.00000238418579,-1.0000001192092896,-20.00000238418579,-0.016337513923645,-0.3267502784729004,0.1964246329665184,0.1964246329665184,3.9808817594651684e-07,3.9808817594651684e-07,0,0,0,0,0,0,0.0001797562911073,0.0001797562911073
Hallway,ppo,0.000213504116037,2048,317,4,916514,911014,63.77914810180664,28,1024,8192,0.0014545382776487,0.1960292860474559,0.9253122529871508,8,0.0,0.0,0.0,1,265.49747560000105,1790.921875,0.84217744108355,1.0,10000,Windows,2026-01-04T14:57:12.094912,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.565423607826233,1377.57275390625,-1.0000001192092896,-20.00000238418579,-1.0000001192092896,-20.00000238418579,-0.0094092581421136,-0.1881851702928543,0.0919176373813157,0.0919176373813157,5.804678813412713e-06,5.804678813412713e-06,0,0,0,0,0,0,0.000213504116037,0.000213504116037
Hallway,ppo,0.0001025788023707,1024,559,1,616720,611085,63.77914810180664,28,512,10240,0.0094907002357554,0.2788248384390351,0.9489351487319502,3,0.0,0.0,0.0,1,153.10202670000035,1809.2109375,0.8155702312629352,1.0,10000,Windows,2026-01-04T14:59:49.118044,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.5907331705093384,1323.489990234375,-1.0000001192092896,-20.00000238418579,-1.0000001192092896,-20.00000238418579,-0.0094511192291975,-0.1890223771333694,0.0448049401036567,0.0448049401036567,5.81005659316563e-05,5.81005659316563e-05,0,0,0,0,0,0,0.0001025788023707,0.0001025788023707
