enviroment,algorithm,learning_rate,batch_size,hidden_units,num_layers,steps,max_steps,ram_gb,cpu_cores,time_horizon,buffer_size,beta,epsilon,lambd,num_epoch,training_duration_seconds,peak_ram_mb,summary_freq,os,gpu_available,gpu,gpu_memory_gb,final_mean_reward
Hallway,ppo,0.000205,4096,512,1,96000,100000,7.99999572336674,8,1024,81920,0.009787,0.153,0.925,4.0,127.0092086792,3336.0,12000,macOS,False,Chipset Model: Apple M1,0.0,-0.9999306798
Hallway,ppo,0.000115,512,64,3,252000,250000,7.99999572336674,8,2048,40960,0.008882,0.102,0.947,4.0,320.0458984375,3379.5,12000,macOS,False,Chipset Model: Apple M1,0.0,-0.9994584322
Hallway,ppo,0.00021,2048,128,3,240000,250000,7.99999572336674,8,256,81920,0.006306,0.193,0.905,5.0,301.2126159668,3463.0,12000,macOS,False,Chipset Model: Apple M1,0.0,-0.997500062
Hallway,ppo,0.000122,512,256,3,1992000,2000000,7.99999572336674,8,256,10240,0.005256,0.133,0.92,10.0,3328.7990722656,3573.0,12000,macOS,False,Chipset Model: Apple M1,0.0,0.409265995
Hallway,ppo,1.1e-05,2048,64,3,96000,100000,7.99999572336674,8,256,40960,0.007155,0.207,0.926,4.0,123.6494979858,3538.0,12000,macOS,False,Chipset Model: Apple M1,0.0,-0.999958396
PushBlock,ppo,0.000241,4096,32,2,240000,250000,7.99999572336674,8,1024,163840,0.003541,0.262,0.915,5.0,404.0719299316,3539.0,12000,macOS,False,Chipset Model: Apple M1,0.0,-0.9998834729
PushBlock,ppo,0.000158,4096,64,1,996000,1000000,7.99999572336674,8,128,81920,0.005793,0.228,0.916,10.0,1899.8410644531,3460.0,12000,macOS,False,Chipset Model: Apple M1,0.0,2.8053555489
PushBlock,ppo,0.000221,1024,512,3,996000,1000000,7.99999572336674,8,64,40960,0.002056,0.254,0.919,8.0,2014.9918212891,3514.0,12000,macOS,False,Chipset Model: Apple M1,0.0,4.8850626945
3DBallHard,sac,9.8e-05,256,256,3,100000,100000,31.9124199450016,8,1024,500000,,,,,2334.1518554688,9265.0,10000,Windows 11,False,NVIDIA GeForce RTX 5080,15.9208984375,77.338470459
PushBlock,ppo,0.000223,2048,64,3,504000,500000,7.99999572336674,8,512,40960,0.000921,0.297,0.923,10.0,946.0958862305,3500.0,12000,macOS,False,Chipset Model: Apple M1,0.0,-0.999892354
Crawler,sac,0.000253,1024,128,2,1000000,1000000,31.9124199450016,8,64,100000,,,,,33471.93359375,21457.599609375,25000,Windows 11,False,NVIDIA GeForce RTX 5080,15.9208984375,800.6576538086
PushBlock,ppo,0.000242,1024,128,3,1992000,2000000,7.99999572336674,8,1024,81920,0.006449,0.26,0.935,10.0,3869.8342285156,3504.5,12000,macOS,False,Chipset Model: Apple M1,0.0,4.8291702271
Pyramids,ppo,2.2e-05,2048,256,3,240000,250000,7.99999572336674,8,128,163840,0.004439,0.177,0.904,4.0,454.2591552734,3549.0,12000,macOS,False,Chipset Model: Apple M1,0.0,-1.0
Pyramids,ppo,0.000138,2048,512,1,96000,100000,7.99999572336674,8,128,163840,0.006773,0.164,0.945,8.0,162.1720428467,3476.0,12000,macOS,False,Chipset Model: Apple M1,0.0,-1.0
Pyramids,ppo,7e-05,2048,512,2,492000,500000,7.99999572336674,8,128,40960,0.000345,0.116,0.912,3.0,964.87109375,3472.0,12000,macOS,False,Chipset Model: Apple M1,0.0,-1.0
Pyramids,ppo,0.0002,2048,256,2,252000,250000,7.99999572336674,8,256,163840,0.003197,0.19,0.92,3.0,465.9922180176,3491.0,12000,macOS,False,Chipset Model: Apple M1,0.0,-0.999800086
Pyramids,ppo,0.000298,1024,32,2,504000,500000,7.99999572336674,8,2048,40960,0.000474,0.248,0.936,3.0,960.4957885742,3448.5,12000,macOS,False,Chipset Model: Apple M1,0.0,-0.9999334812
Sorter,ppo,0.000216,512,256,1,996000,1000000,7.99999572336674,8,1024,20480,0.009407,0.14,0.947,4.0,4474.62109375,3433.6667480469,12000,macOS,False,Chipset Model: Apple M1,0.0,-1.0357078314
Sorter,ppo,0.000106,512,256,1,492000,500000,7.99999572336674,8,128,20480,0.00243,0.216,0.903,8.0,2926.3278808594,3468.3332519531,12000,macOS,False,Chipset Model: Apple M1,0.0,-1.0405334234
Sorter,ppo,8.1e-05,4096,512,1,492000,500000,7.99999572336674,8,256,163840,0.009955,0.158,0.924,4.0,1996.0869140625,3464.3332519531,12000,macOS,False,Chipset Model: Apple M1,0.0,-1.0640363693
Sorter,ppo,0.00012,4096,64,3,492000,500000,7.99999572336674,8,1024,327680,0.002413,0.144,0.903,10.0,2897.1518554688,3496.6667480469,12000,macOS,False,Chipset Model: Apple M1,0.0,-1.3745727539
Sorter,ppo,0.000216,2048,32,1,1992000,2000000,7.99999572336674,8,256,81920,0.003789,0.217,0.919,8.0,11924.12109375,3661.3332519531,12000,macOS,False,Chipset Model: Apple M1,0.0,-0.9997077584
Sorter,sac,7e-05,256,32,3,100000,100000,61.6142526268959,8,256,100000,,,,,9003.4521484375,19331.4609375,50000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,-1.080104351
Walker,ppo,0.000178,2048,128,2,240000,250000,7.99999572336674,8,64,163840,0.006162,0.242,0.94,3.0,544.8367919922,3428.75,12000,macOS,False,Chipset Model: Apple M1,0.0,-0.6167048812
Walker,ppo,9.5e-05,2048,64,2,996000,1000000,7.99999572336674,8,512,81920,0.007158,0.258,0.902,8.0,2529.193359375,3500.75,12000,macOS,False,Chipset Model: Apple M1,0.0,1.0793583393
Walker,ppo,0.000264,512,32,3,492000,500000,7.99999572336674,8,256,10240,0.006823,0.142,0.927,10.0,1289.2034912109,3526.0,12000,macOS,False,Chipset Model: Apple M1,0.0,6.9181566238
Walker,sac,5.7e-05,256,128,3,2000000,2000000,61.6142526268959,8,64,100000,,,,,8920.984375,19337.5,10000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,180.5948486328
Walker,ppo,0.000113,2048,64,3,492000,500000,7.99999572336674,8,128,40960,0.004453,0.271,0.938,10.0,1285.1593017578,3553.6667480469,12000,macOS,False,Chipset Model: Apple M1,0.0,3.3210382462
Walker,ppo,9.7e-05,2048,32,1,1992000,2000000,7.99999572336674,8,64,81920,0.00236,0.19,0.937,8.0,5061.2705078125,3580.75,12000,macOS,False,Chipset Model: Apple M1,0.0,5.4615898132
Worm,ppo,0.000255,2048,256,2,96000,100000,7.99999572336674,8,256,40960,0.007886,0.127,0.904,3.0,103.4921646118,3512.0,12000,macOS,False,Chipset Model: Apple M1,0.0,0.2808871269
Worm,ppo,0.000128,2048,32,2,96000,100000,7.99999572336674,8,256,40960,0.008856,0.108,0.927,3.0,101.2891921997,3507.5,12000,macOS,False,Chipset Model: Apple M1,0.0,0.4397827387
Worm,ppo,0.000172,512,128,2,2004000,2000000,7.99999572336674,8,2048,10240,0.00687,0.143,0.923,4.0,2382.0803222656,3516.0,12000,macOS,False,Chipset Model: Apple M1,0.0,51.7153778076
Worm,sac,0.000278,256,512,1,250000,250000,61.6142526268959,8,2048,100000,,,,,707.7188720703,19048.25,25000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,4.4740962982
Worm,ppo,0.000116,4096,128,3,240000,250000,7.99999572336674,8,128,81920,0.002163,0.22,0.921,5.0,285.8820800781,3176.5,12000,macOS,False,Chipset Model: Apple M1,0.0,0.3320193291
Worm,ppo,0.000219,512,32,1,252000,250000,7.99999572336674,8,256,20480,0.009942,0.22,0.922,3.0,309.1978149414,3124.0,12000,macOS,False,Chipset Model: Apple M1,0.0,0.0494305231
3DBall,sac,0.000123,128,128,2,500000,500000,7.99999572336674,8,64,200000,,,,,1723.1186523438,2987.0,10000,macOS,False,Chipset Model: Apple M1,0.0,100.0000076294
3DBall,ppo,8.4e-05,2048,128,2,96000,100000,61.6142526268959,8,64,163840,0.005509,0.268,0.941,5.0,26.7382621765,19229.0,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,1.1772295237
3DBall,ppo,0.000252,1024,64,3,240000,250000,61.6142526268959,8,2048,20480,0.002043,0.249,0.909,5.0,82.4653091431,18875.0,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,92.2166824341
3DBall,ppo,0.000103,4096,32,2,996000,1000000,61.6142526268959,8,64,81920,0.003439,0.231,0.915,10.0,450.6126403809,19124.0,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,100.0000076294
3DBall,ppo,0.000112,1024,256,3,240000,250000,61.6142526268959,8,256,81920,0.006808,0.163,0.901,10.0,108.7739715576,19064.333984375,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,1.3950103521
3DBall,ppo,3.4e-05,512,128,3,492000,500000,61.6142526268959,8,1024,40960,0.004538,0.139,0.948,4.0,165.3855743408,18972.666015625,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,63.1579055786
3DBall,ppo,0.000145,4096,512,2,492000,500000,61.6142526268959,8,1024,81920,0.007269,0.272,0.905,4.0,189.9777069092,19146.666015625,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,3.1126315594
3DBall,ppo,0.000116,1024,256,2,1992000,2000000,61.6142526268959,8,64,81920,0.00454,0.14,0.927,10.0,944.405090332,19302.5,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,100.0000076294
3DBall,sac,0.00023,1024,512,2,2000000,2000000,7.99999572336674,8,256,50000,,,,,43095.4296875,3059.7778320312,50000,macOS,False,Chipset Model: Apple M1,0.0,44.1081161499
3DBall,ppo,0.000144,2048,512,2,1992000,2000000,61.6142526268959,8,512,40960,0.008608,0.231,0.948,4.0,679.3021240234,19286.5,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,100.0000152588
3DBall,ppo,1.1e-05,2048,256,1,996000,1000000,61.6142526268959,8,2048,81920,0.003126,0.267,0.946,8.0,431.0722045898,19315.0,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,1.2833001614
3DBall,ppo,0.000295,1024,256,1,492000,500000,61.6142526268959,8,1024,40960,0.001503,0.292,0.921,10.0,210.8861236572,19211.0,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,100.0000152588
3DBall,ppo,7.7e-05,512,32,3,492000,500000,61.6142526268959,8,2048,20480,0.008237,0.27,0.934,5.0,170.2496948242,19183.5,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,5.4701666832
3DBall,ppo,0.00018,2048,32,1,240000,250000,61.6142526268959,8,512,81920,0.009446,0.171,0.932,4.0,76.1918258667,19325.0,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,0.993031323
3DBall,ppo,0.000212,2048,64,3,96000,100000,61.6142526268959,8,1024,40960,0.00715,0.201,0.94,10.0,43.0763282776,19252.666015625,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,1.4471336603
3DBall,ppo,0.000276,2048,64,1,240000,250000,61.6142526268959,8,512,40960,0.007822,0.112,0.909,10.0,104.1913909912,19226.5,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,1.5373625755
3DBall,ppo,0.000148,2048,256,2,1992000,2000000,61.6142526268959,8,128,163840,0.000554,0.179,0.932,10.0,954.9802246094,19682.0,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,100.0000152588
3DBall,ppo,0.000195,4096,256,1,1992000,2000000,61.6142526268959,8,64,327680,0.005381,0.204,0.936,8.0,840.7197265625,20009.0,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,59.4300041199
3DBall,ppo,4.9e-05,4096,256,1,996000,1000000,61.6142526268959,8,128,81920,0.006169,0.116,0.905,8.0,423.6410217285,19469.5,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,3.297069788
3DBall,ppo,0.000189,1024,128,3,240000,250000,61.6142526268959,8,256,40960,0.007437,0.262,0.919,5.0,83.6958999634,19358.0,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,2.6940062046
3DBall,ppo,0.000287,4096,128,1,240000,250000,61.6142526268959,8,512,163840,0.004506,0.154,0.909,4.0,76.765296936,19609.5,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,1.3776859045
3DBall,ppo,1.1e-05,2048,512,3,96000,100000,61.6142526268959,8,2048,81920,0.009166,0.115,0.909,10.0,62.1817970276,19417.666015625,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,1.2249999046
3DBall,ppo,0.000202,512,32,3,996000,1000000,61.6142526268959,8,256,10240,0.00769,0.162,0.901,5.0,322.3342895508,19305.5,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,100.0000152588
3DBall,ppo,8.2e-05,4096,64,1,996000,1000000,61.6142526268959,8,256,163840,0.007391,0.152,0.91,3.0,318.7026672363,19596.0,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,1.98307693
3DBall,ppo,0.000193,1024,128,2,492000,500000,61.6142526268959,8,512,40960,0.005232,0.129,0.917,10.0,215.5535430908,19347.0,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,100.0000152588
3DBall,ppo,1.3e-05,1024,128,1,240000,250000,61.6142526268959,8,512,20480,0.005431,0.252,0.914,3.0,75.7550735474,19319.0,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,1.0237588882
3DBall,ppo,0.000261,1024,64,1,240000,250000,61.6142526268959,8,1024,40960,0.00858,0.282,0.945,10.0,104.4367294312,19335.666015625,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,2.4526627064
3DBall,ppo,0.000213,512,256,3,1992000,2000000,61.6142526268959,8,256,40960,0.002598,0.142,0.913,8.0,894.5900268555,19398.0,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,100.0000152588
3DBall,ppo,8.9e-05,512,32,1,492000,500000,61.6142526268959,8,256,10240,0.005285,0.14,0.911,3.0,151.8516387939,19318.666015625,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,1.9374682903
3DBall,ppo,2.2e-05,1024,128,2,1992000,2000000,61.6142526268959,8,1024,40960,0.00432,0.3,0.937,5.0,646.4268798828,19398.5,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,100.0000152588
3DBall,ppo,0.000167,1024,64,2,96000,100000,61.6142526268959,8,512,40960,0.008055,0.119,0.94,10.0,44.1799087524,19341.333984375,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,1.3400405645
3DBall,ppo,8e-05,1024,64,2,492000,500000,61.6142526268959,8,256,40960,0.008245,0.223,0.94,8.0,199.9013977051,19381.0,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,2.6040122509
3DBall,ppo,0.000242,2048,64,1,96000,100000,61.6142526268959,8,64,40960,0.003913,0.12,0.905,10.0,42.9097251892,19350.666015625,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,1.3499999046
3DBall,ppo,0.000201,2048,128,1,240000,250000,61.6142526268959,8,2048,40960,0.001042,0.192,0.905,3.0,72.3751983643,19444.5,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,1.4744634628
3DBall,ppo,0.000246,1024,512,2,996000,1000000,61.6142526268959,8,64,20480,0.005644,0.189,0.907,5.0,379.0966796875,19387.0,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,100.0000076294
3DBall,ppo,6.4e-05,4096,64,2,492000,500000,61.6142526268959,8,128,163840,0.000129,0.246,0.922,8.0,217.9501647949,19591.666015625,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,1.3248484135
GridWorld,sac,0.000217,512,256,2,100000,100000,31.9124199450016,8,256,500000,,,,,45071.2890625,20301.19921875,25000,Windows 11,False,NVIDIA GeForce RTX 5080,15.9208984375,-0.8244903088
3DBall,ppo,7.4e-05,2048,32,2,96000,100000,61.6142526268959,8,64,81920,0.001631,0.128,0.934,4.0,32.268409729,19432.0,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,1.0508960485
3DBall,ppo,6.7e-05,4096,64,3,492000,500000,61.6142526268959,8,128,81920,0.002615,0.194,0.937,10.0,232.8396148682,19458.333984375,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,4.7336592674
3DBall,ppo,0.000284,2048,32,2,96000,100000,61.6142526268959,8,128,81920,0.009591,0.163,0.921,4.0,32.740562439,19457.333984375,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,1.2433593273
3DBall,ppo,0.000246,1024,512,2,996000,1000000,61.6142526268959,8,64,20480,0.005644,0.189,0.907,5.0,378.3635559082,19372.0,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,100.0000076294
3DBall,ppo,0.000279,4096,128,2,492000,500000,61.6142526268959,8,128,163840,0.004395,0.224,0.93,4.0,174.882232666,19613.333984375,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,1.2696251869
3DBall,ppo,0.000287,2048,32,3,1992000,2000000,61.6142526268959,8,128,81920,0.00745,0.24,0.922,10.0,860.5319824219,19472.5,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,92.3384780884
3DBall,ppo,0.000274,4096,32,3,492000,500000,61.6142526268959,8,256,81920,0.008364,0.231,0.915,10.0,233.2335662842,19462.5,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,4.0914168358
3DBall,ppo,9.6e-05,2048,32,3,492000,500000,61.6142526268959,8,256,81920,0.005144,0.135,0.931,5.0,179.0461120605,19468.0,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,1.3867493868
3DBall,ppo,0.000265,2048,512,1,240000,250000,61.6142526268959,8,2048,40960,0.002629,0.287,0.942,4.0,78.7068786621,19375.0,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,2.4466075897
3DBall,ppo,9.2e-05,4096,256,3,996000,1000000,61.6142526268959,8,512,81920,0.009878,0.137,0.902,3.0,317.5733642578,19528.5,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,98.3500137329
3DBall,ppo,7.4e-05,512,64,2,1992000,2000000,61.6142526268959,8,128,20480,0.003747,0.196,0.917,4.0,599.6607666016,19378.0,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,92.7769393921
3DBall,ppo,0.00013,2048,32,2,240000,250000,61.6142526268959,8,512,163840,0.004731,0.107,0.904,5.0,81.26587677,19600.333984375,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,1.2696251869
3DBall,ppo,0.00012,512,512,3,492000,500000,61.6142526268959,8,512,20480,0.005849,0.279,0.941,10.0,312.089630127,19364.5,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,100.0000152588
3DBall,ppo,0.000129,1024,256,2,492000,500000,61.6142526268959,8,64,40960,0.000427,0.18,0.905,4.0,162.854019165,19409.333984375,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,5.0716495514
3DBall,ppo,4.5e-05,4096,256,1,1992000,2000000,61.6142526268959,8,512,327680,0.004754,0.238,0.915,5.0,739.4760131836,20013.333984375,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,1.3423625231
3DBall,ppo,8.4e-05,2048,512,1,96000,100000,61.6142526268959,8,128,40960,0.006053,0.186,0.936,4.0,33.2055091858,19412.666015625,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,1.2235976458
3DBall,ppo,0.000248,2048,128,3,1992000,2000000,61.6142526268959,8,64,81920,0.001208,0.112,0.934,4.0,629.0862426758,19539.0,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,100.0000076294
3DBall,ppo,9.1e-05,4096,32,3,240000,250000,61.6142526268959,8,512,81920,0.007694,0.147,0.942,4.0,75.8873062134,19472.333984375,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,1.2662721872
3DBall,ppo,0.000137,512,64,2,996000,1000000,61.6142526268959,8,512,40960,0.008529,0.215,0.908,10.0,445.8365783691,19406.666015625,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,92.3307800293
3DBall,ppo,0.000134,1024,256,1,492000,500000,61.6142526268959,8,1024,81920,0.009321,0.263,0.904,8.0,212.9199981689,19459.333984375,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,1.9477156401
3DBall,ppo,0.000203,4096,128,2,996000,1000000,61.6142526268959,8,2048,327680,0.002477,0.28,0.943,5.0,370.9193725586,19988.0,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,1.4995660782
3DBall,ppo,0.000161,2048,256,3,96000,100000,61.6142526268959,8,128,81920,0.006453,0.27,0.932,10.0,48.2647514343,19462.666015625,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,1.4337552786
3DBall,ppo,0.000177,2048,64,2,492000,500000,61.6142526268959,8,2048,40960,0.004117,0.296,0.919,5.0,162.8686981201,19400.5,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,88.4357299805
3DBall,ppo,1.8e-05,1024,32,1,492000,500000,61.6142526268959,8,2048,40960,0.001364,0.292,0.949,10.0,231.5008850098,19401.0,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,1.2936127186
3DBall,ppo,4e-05,512,64,3,492000,500000,61.6142526268959,8,1024,20480,0.002245,0.267,0.946,3.0,152.0376739502,19376.666015625,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,2.6245341301
3DBall,ppo,6.1e-05,1024,512,2,1992000,2000000,61.6142526268959,8,512,20480,0.004391,0.137,0.923,5.0,736.2896118164,19415.333984375,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,100.0000152588
3DBall,ppo,0.00019,512,256,2,996000,1000000,61.6142526268959,8,512,10240,0.002244,0.263,0.933,8.0,405.7058105469,19417.0,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,80.1266784668
3DBall,ppo,0.000219,512,256,3,996000,1000000,61.6142526268959,8,2048,20480,0.003883,0.254,0.907,8.0,436.2243652344,19442.666015625,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,100.0000152588
3DBall,ppo,4.7e-05,2048,128,2,492000,500000,61.6142526268959,8,128,81920,0.009479,0.278,0.932,8.0,213.2542266846,19532.666015625,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,3.2292420864
3DBall,ppo,0.000167,1024,64,2,96000,100000,61.6142526268959,8,512,40960,0.008055,0.119,0.94,10.0,43.9623451233,19434.0,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,1.4572033882
3DBall,ppo,0.000137,2048,64,3,492000,500000,61.6142526268959,8,2048,81920,0.005716,0.149,0.946,10.0,234.2334136963,19519.333984375,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,1.8759304285
3DBall,ppo,6.2e-05,2048,128,1,996000,1000000,61.6142526268959,8,256,40960,0.001366,0.25,0.923,8.0,394.9236450195,19462.0,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,100.0000152588
3DBall,ppo,6.4e-05,4096,32,1,996000,1000000,61.6142526268959,8,256,327680,0.002366,0.111,0.92,8.0,432.0829162598,20050.666015625,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,1.1086397171
3DBall,ppo,0.00013,2048,64,2,96000,100000,61.6142526268959,8,128,81920,0.00795,0.264,0.904,4.0,32.7270736694,19524.0,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,1.3074147701
3DBall,ppo,0.000116,1024,512,2,996000,1000000,61.6142526268959,8,128,81920,0.002803,0.135,0.919,3.0,331.9885864258,19568.5,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,41.6000061035
3DBall,ppo,0.000205,512,64,3,96000,100000,61.6142526268959,8,1024,40960,0.008881,0.24,0.929,3.0,30.889673233,19476.666015625,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,1.2652859688
3DBall,ppo,0.000182,512,64,2,1992000,2000000,61.6142526268959,8,2048,10240,0.004622,0.141,0.936,3.0,543.0260620117,19445.5,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,100.0000152588
3DBall,ppo,9.5e-05,512,512,1,492000,500000,61.6142526268959,8,2048,10240,0.009689,0.114,0.901,4.0,154.7898406982,19416.5,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,100.0000152588
3DBall,ppo,4.8e-05,512,512,2,1992000,2000000,61.6142526268959,8,64,20480,0.00352,0.221,0.927,5.0,761.9801635742,19492.0,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,100.0000076294
3DBall,ppo,4.2e-05,512,512,2,96000,100000,61.6142526268959,8,2048,10240,0.004342,0.248,0.922,8.0,48.8957862854,19442.0,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,10.944899559
3DBall,ppo,0.000282,4096,256,3,240000,250000,61.6142526268959,8,64,163840,0.009396,0.261,0.925,5.0,85.9879455566,19727.666015625,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,1.1301676035
3DBall,ppo,0.000243,2048,256,3,492000,500000,61.6142526268959,8,256,40960,0.001407,0.261,0.919,10.0,233.8350524902,19524.5,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,100.0000152588
3DBall,ppo,4.6e-05,4096,32,1,96000,100000,61.6142526268959,8,64,163840,0.00724,0.193,0.901,8.0,25.4033622742,19584.0,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,1.1504690647
3DBall,ppo,0.000212,2048,512,3,96000,100000,61.6142526268959,8,128,40960,0.001782,0.227,0.91,4.0,40.7286872864,19535.5,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,1.5805802345
3DBall,ppo,0.000138,1024,256,3,996000,1000000,61.6142526268959,8,512,81920,0.00571,0.28,0.915,10.0,501.5628051758,19600.0,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,100.0000152588
3DBall,ppo,0.000195,2048,32,2,492000,500000,61.6142526268959,8,128,163840,0.00164,0.271,0.909,10.0,236.1090698242,19725.333984375,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,1.2426899672
3DBall,ppo,0.000215,2048,64,1,996000,1000000,61.6142526268959,8,2048,81920,0.008243,0.243,0.927,10.0,442.0071716309,19591.5,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,100.0000152588
3DBall,ppo,0.000149,2048,256,3,492000,500000,61.6142526268959,8,2048,81920,0.00439,0.162,0.936,3.0,165.1234893799,19583.666015625,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,1.9797434807
3DBall,ppo,9.5e-05,1024,32,3,1992000,2000000,61.6142526268959,8,2048,81920,0.001339,0.113,0.941,3.0,601.5321044922,19638.5,12000,Windows 11,False,NVIDIA GeForce RTX 5070 Ti,15.9208984375,6.0242609978
