RunID,steps,beta_x,cpu_frequency_mhz,cpu_usage_percent,cumulative_reward,entropy,episode_length,episode_time,epsilon_x,extrinsic_reward,extrinsic_value_estimate,game_cpu_usage,game_memory_usage(MB),gpu_usage_percent,learning_rate_x,loss_value,policy_loss,ram_usage_mb,step_length(ms),steps_per_second,time_elapsed(s),vram_usage_mb,final_mean_reward,max_reward,time_to_max_reward_sec,training_duration_seconds,mean_policy_loss,mean_value_loss,mean_entropy,final_entropy,max_cpu_usage_percent,mean_cpu_usage_percent,peak_ram_mb,mean_ram_used_mb,mean_cpu_frequency,max_cpu_frequency,max_gpu_usage_percent,mean_gpu_usage_percent,max_vram_used_mb,mean_vram_used_mb,max_game_cpu_usage_percent,mean_game_cpu_usage_percent,max_game_memory_usage_mb,mean_game_memory_usage_mb,id,os,cpu,cpu_cores,system_ram_gb,gpu,gpu_ram_mb,cuda_version,algorithm,enviroment,batch_size,learning_rate,buffer_size,beta,epsilon,lambd,num_epoch,learning_rate_schedule,normalize,hidden_units,num_layers,vis_encode_type,reward_extrinsic_gamma,reward_extrinsic_strength,keep_checkpoints,max_steps,time_horizon,summary_freq,gpu_available,ram_gb,gpu_memory_gb
20251122-222059,1992000,0.003939,2536,18.95000076,100.0000153,1.167615056,999,8.409732819,0.186000004,100.0000153,1.002000451,4.858024597,166.3374939,-1,0.000279,0.000014,0.032924615,3614,1.642072082,639800.5,2463.354492,-1,100.0000153,100.0000153,1130.561523,2463.354492,0.0344718656,0.0029843489,1.2329228463,1.167615056,48.5,19.581325324,3958,3652.5130541687,2536,2536,-1,-1,-1,-1,5.210282326,4.1568861551,216.890625,166.8439625623,6000,macOS,Apple M2,8,8589930000,Chipset Model: Apple M2,,,ppo,3DBall,512,0.000279,20480,0.003939,0.186,0.931,3,constant,True,64,2,simple,,,5,2000000,1024,12000,False,7.99999572336674,0
20251122-230218,96000,,2536,17.86666679,1.131970167,1.418938279,21.31598473,0.183660045,,1.131970167,0.166030452,4.314491749,229.5343781,-1,,,,3687,1.647849441,607691.625,66.22098541,-1,1.131970167,1.16767478,17.22048759,66.22098541,,,1.4189382344,1.418938279,21.93333244,18.60624981,3740.666748,3706.791687,2536,2536,-1,-1,-1,-1,4.353279591,4.2322354616,230.7406311,219.473503125,6006,macOS,Apple M2,8,8589930000,Chipset Model: Apple M2,,,ppo,3DBall,4096,0.000059,163840,0.006767,0.154,0.915,3,linear,True,256,1,simple,,,5,100000,256,12000,False,7.99999572336674,0
20251122-230332,492000,0.001301,2536,17.64999962,2.045931578,1.405994415,30.51968575,0.324071407,0.264999986,2.045931578,0.328955829,3.819822311,225.203125,-1,0.000141,0.045471434,0.018501146,3739,2.162787437,522507,380.6304016,-1,2.045931578,2.045931578,380.6304016,380.6304016,0.0176674842,0.2066072695,1.4151162141,1.405994415,21.10000038,18.4939023927,3793.333252,3744.3536763902,2536,2536,-1,-1,-1,-1,4.646341801,4.1163847446,262.71875,234.7152248488,5971,macOS,Apple M2,8,8589930000,Chipset Model: Apple M2,,,ppo,3DBall,2048,0.000141,40960,0.001301,0.265,0.947,3,constant,False,128,1,simple,,,5,500000,128,12000,False,7.99999572336674,0
20251122-231007,492000,0.000438,2536,17.20000076,4.785784721,1.35849905,58.06372452,0.66127485,0.101000004,4.785784721,1.361859202,3.666688681,215.1968689,-1,0.000157,0.395991385,0.017996894,3734.5,2.798506021,506651.7188,440.3202209,-1,4.785784721,4.785784721,440.3202209,440.3202209,0.0174333357,0.194196079,1.3925698036,1.35849905,22.39999962,18.0674797378,3824.333252,3760.9308962927,2536,2536,-1,-1,-1,-1,4.708321095,3.9857006597,251.640625,221.1438129732,6015,macOS,Apple M2,8,8589930000,Chipset Model: Apple M2,,,ppo,3DBall,2048,0.000157,40960,0.000438,0.101,0.922,8,constant,False,64,2,simple,,,5,500000,512,12000,False,7.99999572336674,0
20251122-231737,996000,,2536,18.36666679,2.661755323,1.406296372,36.60815048,0.3284657,,2.661755323,0.968399882,4.298220158,197.8125,-1,,,,3727,1.745236635,592835.5625,807.5582886,-1,2.661755323,2.785714388,749.9799805,807.5582886,0.0163713548,0.2957978894,1.4114295201,1.406296372,54.95000076,18.2973895249,3815.666748,3759.299198747,2536,2536,-1,-1,-1,-1,4.612927914,4.0651666314,245.203125,205.5523563976,6008,macOS,Apple M2,8,8589930000,Chipset Model: Apple M2,,,ppo,3DBall,2048,0.000034,81920,0.001771,0.255,0.949,3,linear,False,128,3,simple,,,5,1000000,128,12000,False,7.99999572336674,0
20251122-233113,492000,,2536,18,1.208269238,1.42280972,22.09807777,0.237472668,,1.208269238,0.448333263,3.791965485,193.21875,-1,,,,3659.333252,2.055061817,515472.5625,408.8299866,-1,1.208269238,1.267850041,187.7733459,408.8299866,0.012142087,0.283926874,1.4202313888,1.42280972,33.5,18.3869917793,3835.666748,3722.0081280976,2536,2536,-1,-1,-1,-1,4.537099838,4.2312046028,230.34375,187.3318596756,6001,macOS,Apple M2,8,8589930000,Chipset Model: Apple M2,,,ppo,3DBall,4096,0.000229,327680,0.008808,0.281,0.926,8,linear,True,512,1,simple,,,5,500000,256,12000,False,7.99999572336674,0
20251122-233813,492000,0.0000848,2536,17.29999924,1.460683703,1.406641006,24.55555534,0.968910694,0.10065528,1.460683703,0.343963355,3.371240377,157.7124939,-1,0.00000375,0.153578833,0.012709796,3730,7.644713402,435533.6563,479.4740295,-1,1.460683703,1.509130359,422.2677917,479.4740295,0.0132231593,0.111698831,1.4131345051,1.406641006,20.93333244,17.8264226451,3749,3697.5081340488,2536,2536,-1,-1,-1,-1,4.373151779,4.0444827196,241.609375,183.4290403049,6011,macOS,Apple M2,8,8589930000,Chipset Model: Apple M2,,,ppo,3DBall,4096,0.000223,163840,0.00446,0.139,0.941,5,linear,False,512,3,simple,,,5,500000,1024,12000,False,7.99999572336674,0
20251122-234622,996000,,2536,18.56666756,2.100799799,1.421949506,31.00266647,0.233305767,,2.100799799,0.389376789,4.917234421,169.203125,-1,,,,3643.666748,1.450900555,693955.4375,738.526123,-1,2.100799799,2.100799799,738.526123,738.526123,0.0175080928,0.1489429473,1.423987268,1.421949506,42.59999847,19.2510040013,3784,3710.4799245783,2536,2536,-1,-1,-1,-1,4.917234421,4.3610399085,237.59375,187.6877377012,5984,macOS,Apple M2,8,8589930000,Chipset Model: Apple M2,,,ppo,3DBall,2048,0.000099,163840,0.008701,0.233,0.911,4,constant,True,32,1,simple,,,5,1000000,128,12000,False,7.99999572336674,0
20251122-235848,996000,,2536,20.76666641,3.368148088,1.409389019,43.66170883,0.592592061,,3.368148088,0.415128857,3.598122835,91.94062805,-1,,,,3269.333252,2.335060596,512383.2188,4814.585449,-1,3.368148088,3.624513626,3607.898926,4814.585449,0.0171964382,0.0441397067,1.4167026209,1.409389019,46.15000153,19.0287148806,3875.333252,3655.9236898795,2536,2536,-1,-1,-1,-1,4.679589272,3.7596458398,225.34375,181.2517792133,5974,macOS,Apple M2,8,8589930000,Chipset Model: Apple M2,,,ppo,3DBall,2048,0.000024,40960,0.003483,0.137,0.901,10,linear,True,64,3,simple,,,5,1000000,64,12000,False,7.99999572336674,0
20251123-013820,996000,0.0000446,2536,24.39999962,100.0000153,1.31990099,999,10.82555199,0.1003021,100.0000153,12.07445621,4.12716198,72.11562347,-1,0.00000145,0.0480708,0.033434402,3292,2.16276145,575320.8125,35765.72656,-1,100.0000153,100.0000153,35498.84375,35765.72656,0.0354303617,0.1643568082,1.3592592966,1.31990099,63.79999924,27.1060240413,3834.5,3449.8734910361,2536,2536,-1,-1,-1,-1,5.993474483,3.6509962835,186.96875,77.7115900904,5970,macOS,Apple M2,8,8589930000,Chipset Model: Apple M2,,,ppo,3DBall,512,0.000096,40960,0.002301,0.12,0.915,3,linear,False,512,2,simple,,,5,1000000,256,12000,False,7.99999572336674,0
20251123-014754,996000,,2267.333252,3.5,58.5789566,1.353452802,592.8947144,12.02520561,,58.5789566,3.919797659,0.835744143,0,7.5,,,,14384,0.913541317,1099129.5,636.4104004,1744,58.5789566,58.5789566,636.4104004,636.4104004,0.0177604616,0.6451017582,1.3878668977,1.353452802,8,3.9295180677,16323,14435.0582173494,2267.333252,2267.333252,20,10.7449799103,1988,1758.4899578795,1.028237104,0.5814139341,0,0,5848,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265700000,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,2048,0.000165,81920,0.001077,0.164,0.947,5,constant,True,32,1,simple,,,5,1000000,512,12000,False,31.9124199450016,15.9208984375
20251123-015841,996000,,2267.333252,1.600000024,5.235752106,1.383175731,62.1243515,0.554023862,,5.235752106,0.550320029,0.882506073,0,2,,,,9968,2.474105597,1033650.75,595.175354,1123,5.235752106,5.377957821,550.6408081,595.175354,0.0247099061,0.0188876832,1.3986947135,1.383175731,10.5,3.414056225,14286.33301,11743.3514094699,2267.333252,2267.333252,23,8.096385545,1735,1212.0381535904,1.23939085,0.6848362936,0,0,5849,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265700000,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,1024,0.000033,40960,0.004283,0.12,0.941,5,linear,False,256,2,simple,,,5,1000000,128,12000,False,31.9124199450016,15.9208984375
20251123-020847,492000,,2267.333252,5.300000191,1.249706388,1.414904118,22.50293541,0.113076314,,1.249706388,0.069494464,0.525937498,0,1,,,,10218.33301,0.962144852,1057511.25,248.8567047,1124,1.249706388,1.367556453,202.6998444,248.8567047,0.013440902,0.070979491,1.4175907955,1.414904118,5.699999809,2.4922764271,10554,10195.0812692683,2267.333252,2267.333252,1.666666627,1.012195122,1124,1124,0.990618527,0.6380969592,0,0,5850,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265700000,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,4096,0.000142,327680,0.004455,0.201,0.926,4,linear,True,256,2,simple,,,5,500000,256,12000,False,31.9124199450016,15.9208984375
20251123-021308,996000,,2267.333252,2.150000095,4.137004852,1.348307252,52.21585846,0.206482917,,4.137004852,0.975685477,0.45324713,0,1,,,,10260.5,0.772979975,1294531.125,519.6694336,1111,4.137004852,4.137004852,519.6694336,519.6694336,0.0185840625,0.2096956722,1.3904376346,1.348307252,5.75,2.4401606336,10402.33301,10191.1225172289,2267.333252,2267.333252,1.333333373,1.0000000036,1124,1114.3935738072,1.115403652,0.6571708045,0,0,5851,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265700000,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,2048,0.000271,163840,0.005538,0.196,0.916,4,constant,True,64,1,simple,,,5,1000000,256,12000,False,31.9124199450016,15.9208984375
20251123-022158,492000,0.000162484,2267.333252,4.099999905,1.397089362,1.404747963,23.97505188,1.063607454,0.1004223,1.397089362,0.266658664,0.470291346,0,1,0.00000311,0.148009568,0.017755019,10431.33301,8.524571419,910986.1875,302.1870422,1112,1.397089362,1.498047709,210.332962,302.1870422,0.017797254,0.1094904443,1.4124543086,1.404747963,5.466666698,2.3642276351,10431.33301,10288.487757561,2267.333252,2267.333252,1.333333373,1.0121951263,1112,1112,1.032576203,0.6535803029,0,0,5852,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265700000,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,2048,0.000184,163840,0.009037,0.125,0.941,5,linear,False,256,3,simple,,,5,500000,128,12000,False,31.9124199450016,15.9208984375
20251123-022714,96000,,2267.333252,1.733333349,1.226162791,1.417717099,22.29457283,0.107094318,,1.226162791,0.041334655,0.5556826,0,1,,,,10207.66699,0.921035111,1086790.125,54.36628723,1112,1.226162791,1.250293493,29.45754623,54.36628723,0.024950845,0.331251711,1.4187595992,1.417717099,5.099999905,2.7250000389,10281,10211.708495,2267.333252,2267.333252,13,2.5833333359,1112,1112,0.82613641,0.6033881195,0,0,5853,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265700000,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,1024,0.000119,81920,0.00462,0.253,0.937,5,linear,True,64,3,simple,,,5,100000,128,12000,False,31.9124199450016,15.9208984375
20251123-022819,1992000,0.006401,2267.333252,7.400000095,94.35001373,1.343011856,944.333313,4.052853584,0.286000013,94.35001373,16.49292946,0.490272641,0,1,0.000059,0.693904638,0.02505907,10201,1.208622098,1199774.75,871.2884521,1112,94.35001373,94.35001373,871.2884521,871.2884521,0.0241213881,1.6278281608,1.3790954006,1.343011856,11.80000019,4.1578313256,10227.5,10184.727898012,2267.333252,2267.333252,9,1.396586346,1112,1112,1.380275011,0.6972468343,0,0,5854,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265700000,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,1024,0.000059,20480,0.006401,0.286,0.93,3,constant,True,32,2,simple,,,5,2000000,1024,12000,False,31.9124199450016,15.9208984375
20251123-024301,1992000,,2267.333252,2.25,100.0000153,0.685329735,999,4.442567825,,100.0000153,1.000109792,0.874385297,0,1.5,,,,10234.5,0.728965223,1376053.375,855.9470215,1112,100.0000153,100.0000153,181.7078857,855.9470215,0.0344459489,0.0078526034,0.9740616328,0.685329735,9.800000191,3.0290160693,10256.5,10221.4889460843,2267.333252,2267.333252,2.5,1.4508032135,1112,1112,1.15510428,0.7141349517,0,0,5855,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265700000,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,512,0.000232,40960,0.006051,0.282,0.915,3,constant,True,64,1,simple,,,5,2000000,128,12000,False,31.9124199450016,15.9208984375
20251123-025729,996000,,2267.333252,2.049999952,1.995876193,1.39954567,29.96907234,0.127259552,,1.995876193,0.578234792,0.549262345,0,1,,,,10289.5,0.821311712,1217953.25,505.561615,1112,1.995876193,2.017921925,485.1455078,505.561615,0.0126773111,0.231044973,1.4087064669,1.39954567,6.266666889,2.6108433741,10353.33301,10280.9477483133,2267.333252,2267.333252,1.666666627,1.0000000029,1112,1112,1.159213543,0.6777311822,0,0,5856,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265700000,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,4096,0.000129,81920,0.004336,0.184,0.938,4,linear,False,64,2,simple,,,5,1000000,512,12000,False,31.9124199450016,15.9208984375
20251123-030604,996000,,2267.333252,1.649999976,1.277623773,1.405318618,22.77821732,0.099756435,,1.277623773,0.247741804,0.604350209,0,1,,,,10310,0.840003967,1190518.125,648.7019043,1113,1.277623773,1.313078403,570.9609375,648.7019043,0.0124281145,0.3238672637,1.4104551579,1.405318618,5.199999809,2.3558232827,10471.66699,10351.7208913253,2267.333252,2267.333252,1.333333373,1.0220883575,1113,1112.9939759036,1.107769012,0.675534271,0,0,5857,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265700000,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,4096,0.000063,163840,0.003198,0.176,0.936,8,linear,False,64,1,simple,,,5,1000000,1024,12000,False,31.9124199450016,15.9208984375
20251123-031702,240000,,2267.333252,5.699999809,1.546578288,1.417990208,25.48344421,0.123910055,,1.546578288,0.225579426,0.875593722,0,0.5,,,,10252.5,0.936752915,1075547.5,113.0189438,1113,1.546578288,1.546578288,113.0189438,113.0189438,0.0253821995,0.2221959535,1.4182787716,1.417990208,5.699999809,2.7033333062,10267.33301,10205.6,2267.333252,2267.333252,1.333333373,0.9916666716,1113,1113,0.91437757,0.6339147471,0,0,5858,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265700000,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,1024,0.000121,81920,0.00556,0.272,0.935,3,linear,True,64,3,simple,,,5,250000,64,12000,False,31.9124199450016,15.9208984375
20251123-031917,96000,,2267.333252,2.033333302,1.136685252,1.418938279,21.35568047,0.101647817,,1.136685252,-0.476322353,0.480709791,0,1,,,,10291,0.909621477,1107508.875,37.06415939,1113,1.136685252,1.172727227,10.44065952,37.06415939,,,1.4189382492,1.418938279,3.299999952,2.1354166567,10291,10198.33337375,2267.333252,2267.333252,1,1,1113,1113,0.974629939,0.6057845169,0,0,5859,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265700000,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,4096,0.000182,163840,0.003243,0.219,0.927,8,linear,False,128,2,simple,,,5,100000,2048,12000,False,31.9124199450016,15.9208984375
20251123-032004,96000,,2267.333252,2.233333349,1.148217559,1.41893816,21.49155807,0.10447327,,1.148217559,0.458575904,0.50244087,0,1,,,,10290.33301,0.929992676,1083439.75,37.80073166,1113,1.148217559,1.25019598,6.092535019,37.80073166,,,1.4189382344,1.41893816,4.566666603,2.5374999791,10290.33301,10205.8332525,2267.333252,2267.333252,1,1,1113,1113,0.856577694,0.6538599467,0,0,5860,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265700000,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,4096,0.000066,163840,0.001795,0.284,0.907,8,constant,True,128,1,simple,,,5,100000,2048,12000,False,31.9124199450016,15.9208984375
20251123-032052,96000,,2267.333252,1.700000048,1.159698606,1.418986082,21.61581993,0.107015043,,1.159698606,0.10839618,0.478241622,0,1,,,,10230.33301,0.946781516,1057806.75,53.90878677,1113,1.159698606,1.238206625,49.17504883,53.90878677,0.01852414,0.086457722,1.4189452379,1.418986082,4.533333302,2.6604166926,10265.66699,10194.625,2267.333252,2267.333252,10.5,2.5,1113,1113,0.786310971,0.6113843992,0,0,5861,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265700000,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,2048,0.000188,81920,0.002583,0.203,0.936,4,linear,True,256,3,simple,,,5,100000,256,12000,False,31.9124199450016,15.9208984375
20251123-032155,96000,,2267.333252,2.049999952,1.450955391,1.412966371,24.49681473,0.106427163,,1.450955391,0.254320234,0.560419977,0,1,,,,10171,0.83609587,1196414,51.02849197,1113,1.450955391,1.450955391,51.02849197,51.02849197,0.0182189325,0.144330695,1.4165776373,1.412966371,5.766666889,2.7812500149,10189,10165.5,2267.333252,2267.333252,1.333333373,1.0000000075,1113,1113,0.821691871,0.637558408,0,0,5862,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265700000,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,2048,0.000196,40960,0.001953,0.189,0.939,5,constant,False,64,2,simple,,,5,100000,1024,12000,False,31.9124199450016,15.9208984375
20251123-032256,240000,,2267.333252,2.733333349,1.140186906,1.415140271,21.44962692,0.098601446,,1.140186906,0.522460818,0.67885983,0,1,,,,10187.66699,0.878053129,1141541.125,124.7073135,1114,1.140186906,1.245029211,80.003685,124.7073135,0.0174677718,0.4043530762,1.4165504395,1.415140271,3.599999905,2.1333333284,10188.66699,10174.3500485,2267.333252,2267.333252,1.666666627,1.0000000031,1114,1113.975,1.023580074,0.6553082212,0,0,5863,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265700000,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,2048,0.000074,40960,0.008641,0.123,0.92,5,linear,False,32,1,simple,,,5,250000,256,12000,False,31.9124199450016,15.9208984375
20251123-032521,96000,,2267.333252,3.5,2.969283342,1.414400339,39.84300232,0.173824459,,2.969283342,0.677055776,0.578709483,0,1,,,,10136,0.849664092,1180083.5,69.52843475,1114,2.969283342,2.969283342,69.52843475,69.52843475,0.02512752,0.1646424382,1.4195922165,1.414400339,3.900000095,2.6979166716,10142.33301,10138.29162625,2267.333252,2267.333252,1.333333373,1.0416666716,1114,1114,0.768317163,0.5286469235,0,0,5864,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265700000,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,1024,0.00012,20480,0.006944,0.26,0.94,10,linear,True,128,3,simple,,,5,100000,1024,12000,False,31.9124199450016,15.9208984375
20251123-032640,996000,,2267.333252,2.200000048,1.526535034,1.41549468,25.27412224,0.115059018,,1.526535034,0.449521929,0.60436672,0,1,,,,10505.5,0.875912011,1141759.125,648.1541138,1114,1.526535034,1.534285665,468.6304016,648.1541138,0.012760426,0.1324063413,1.417563427,1.41549468,5.233333111,2.2303212809,10899.33301,10549.668709759,2267.333252,2267.333252,8.5,1.0742971926,1114,1114,1.08813417,0.6459204957,0,0,5865,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265700000,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,4096,0.000041,327680,0.009836,0.283,0.917,5,linear,False,512,2,simple,,,5,1000000,256,12000,False,31.9124199450016,15.9208984375
20251123-033738,492000,0.000196353,2267.333252,4.150000095,18.21613121,1.336018801,192.4677429,1.153048038,0.103269912,18.21613121,5.184120178,0.639999211,0,1,0.00000394,1.090775251,0.035732284,10122,1.165018559,1162877.875,258.9511108,1114,18.21613121,23.35745049,241.5979462,258.9511108,0.0340710662,0.8206072446,1.3705387959,1.336018801,12.60000038,3.3650406686,10135.5,10128.4146578049,2267.333252,2267.333252,9.5,1.4065040641,1114,1114,1.110639215,0.6538992714,0,0,5866,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265700000,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,512,0.000123,10240,0.005823,0.202,0.938,5,linear,False,256,1,simple,,,5,500000,256,12000,False,31.9124199450016,15.9208984375
20251123-034211,96000,,2267.333252,3.966666698,2.346264362,1.408954501,33.47126389,0.14703773,,2.346264362,0.411384225,0.737899423,0,1,,,,10150.33301,0.85046339,1177438.5,54.2505722,1115,2.346264362,2.346264362,54.2505722,54.2505722,0.0352735165,0.0659358855,1.4149494171,1.408954501,4.033333302,2.6687500031,10154,10146.60412625,2267.333252,2267.333252,1.333333373,1.0416666716,1115,1114.5625,0.791317523,0.5666230845,0,0,5867,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265700000,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,512,0.000246,20480,0.009447,0.229,0.93,5,linear,True,64,3,simple,,,5,100000,1024,12000,False,31.9124199450016,15.9208984375
20251123-034315,96000,,2267.333252,2.099999905,1.418697476,1.413140535,24.21008492,0.112425104,,1.418697476,0.228965566,0.622316182,0,1,,,,10195.5,0.888366818,1127495.375,53.55182648,1115,1.418697476,1.418697476,53.55182648,53.55182648,0.0177677095,0.1719110535,1.4169522823,1.413140535,2.366666555,1.9062499554,10208.66699,10182.6042475,2267.333252,2267.333252,9.5,2.1041666716,1115,1114.9375,0.727116764,0.5535039866,0,0,5868,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265700000,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,2048,0.000096,40960,0.002476,0.146,0.937,5,constant,True,512,1,simple,,,5,100000,2048,12000,False,31.9124199450016,15.9208984375
20251123-034419,996000,,2267.333252,4.400000095,52.47895432,1.383979082,533.0526123,9.296480179,,52.47895432,5.811450481,0.513200939,0,1,,,,10199,3.07501936,1059723.75,621.4663696,1115,52.47895432,59.82858276,426.8662415,621.4663696,0.0169153583,0.4439273396,1.4087338892,1.383979082,6.5,2.8734939845,10242,10212.1304948193,2267.333252,2267.333252,2,1.1104417673,1115,1115,1.171261549,0.7011376156,0,0,5869,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265700000,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,2048,0.000048,40960,0.009916,0.268,0.917,8,constant,True,32,2,simple,,,5,1000000,128,12000,False,31.9124199450016,15.9208984375
20251123-035450,96000,,2267.333252,2.5,1.297194362,1.417070389,23.01402855,0.107974008,,1.297194362,0.07844992,0.587351263,0,1,,,,10177,0.898778141,1114563.875,66.58875275,1115,1.297194362,1.297194362,66.58875275,66.58875275,0.0248661635,0.2470082645,1.4190821797,1.417070389,5.966666698,2.6791666746,10193.33301,10169.27087375,2267.333252,2267.333252,1,0.9583333359,1115,1115,0.847806811,0.6060687789,0,0,5870,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265700000,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,1024,0.00012,40960,0.002797,0.22,0.947,10,linear,True,64,1,simple,,,5,100000,64,12000,False,31.9124199450016,15.9208984375
20251123-035606,240000,,2267.333252,3.900000095,1.230873704,1.418040633,22.33852196,0.103078738,,1.230873704,0.290367067,0.931309342,0,1,,,,10168,0.882346451,1135254.75,114.6072769,1115,1.230873704,1.230873704,114.6072769,114.6072769,0.0351231713,0.3087119663,1.4192477943,1.418040633,7.400000095,2.826666683,10200,10181.083398,2267.333252,2267.333252,1.333333373,1.000000003,1115,1115,0.931309342,0.6909306198,0,0,5871,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265700000,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,512,0.000047,20480,0.002742,0.235,0.929,3,constant,False,32,1,simple,,,5,250000,256,12000,False,31.9124199450016,15.9208984375
20251123-035815,96000,,2267.333252,1.799999952,1.129925609,1.418938279,21.30483246,0.101154961,,1.129925609,-0.059938099,0.399892837,0,1.333333373,,,,10322.33301,0.908093095,1108778.5,36.98845291,1115,1.129925609,1.180608273,10.46138954,36.98845291,,,1.4189382492,1.418938279,3.666666746,2.256249994,10322.33301,10232.4375,2267.333252,2267.333252,12.5,2.4791666716,1115,1115,0.88164115,0.6310689189,0,0,5872,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265700000,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,4096,0.000148,163840,0.001393,0.18,0.92,8,constant,False,64,2,simple,,,5,100000,64,12000,False,31.9124199450016,15.9208984375
20251123-035903,96000,,2267.333252,1.533333302,1.199808002,1.418938279,22.00767708,0.107193634,,1.199808002,0.409994453,0.556932688,0,1,,,,10314.33301,0.933067322,1080674.125,38.05003357,1116,1.199808002,1.200383067,33.38461304,38.05003357,,,1.4189382641,1.418938279,4.233333111,2.0499999525,10314.33301,10228,2267.333252,2267.333252,10,2.1666666716,1116,1115.9375,0.806653857,0.5814150609,0,0,5873,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265700000,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,4096,0.000167,163840,0.004741,0.191,0.911,8,constant,True,256,1,simple,,,5,100000,512,12000,False,31.9124199450016,15.9208984375
20251123-035951,96000,,2267.333252,1.25,1.463034153,1.419168472,24.66239357,0.116853237,,1.463034153,0.198386878,0.562683165,0,1,,,,10179,0.910935223,1099471.625,55.53790665,1116,1.463034153,1.463034153,55.53790665,55.53790665,0.0256130367,0.1491659992,1.4195376039,1.419168472,4.733333111,2.4083332868,10184.33301,10178.2707525,2267.333252,2267.333252,1.5,1.0208333359,1116,1116,1.007937551,0.5671678557,0,0,5874,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265700000,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,1024,0.000053,20480,0.001799,0.194,0.908,5,linear,True,256,2,simple,,,5,100000,64,12000,False,31.9124199450016,15.9208984375
