RunID,steps,beta_x,cpu_frequency_mhz,cpu_usage_percent,cumulative_reward,entropy,episode_length,episode_time,epsilon_x,extrinsic_reward,extrinsic_value_estimate,game_cpu_usage,game_memory_usage(MB),gpu_usage_percent,learning_rate_x,loss_value,policy_loss,ram_usage_mb,step_length(ms),steps_per_second,time_elapsed(s),vram_usage_mb,final_mean_reward,max_reward,time_to_max_reward_sec,training_duration_seconds,mean_policy_loss,mean_value_loss,mean_entropy,final_entropy,max_cpu_usage_percent,mean_cpu_usage_percent,peak_ram_mb,mean_ram_used_mb,mean_cpu_frequency,max_cpu_frequency,max_gpu_usage_percent,mean_gpu_usage_percent,max_vram_used_mb,mean_vram_used_mb,max_game_cpu_usage_percent,mean_game_cpu_usage_percent,max_game_memory_usage_mb,mean_game_memory_usage_mb,id,os,cpu,cpu_cores,system_ram_gb,gpu,gpu_ram_mb,cuda_version,algorithm,enviroment,batch_size,learning_rate,buffer_size,beta,epsilon,lambd,num_epoch,learning_rate_schedule,normalize,hidden_units,num_layers,vis_encode_type,reward_extrinsic_gamma,reward_extrinsic_strength,keep_checkpoints,max_steps,time_horizon,summary_freq,gpu_available,ram_gb,gpu_memory_gb
20251228-085856,492000,0.000115735,3133.3332519531,64.5500030518,1.2968063354,1.4148768187,22.9620761871,0.3404565454,0.1018650234,1.2968063354,0.2061879933,9.2009944916,0,0,0.0000046206,0.0954169855,0.0115037207,21885.5,2.8425676823,1395984.25,156.7460021973,927,1.2968063354,1.2968063354,156.7460021973,156.7460021973,0.0110902985,0.1126894852,1.416110315,1.4148768187,67.9666671753,64.2644309067,21932,21738.9979992378,3133.3332519531,3133.3332519531,0.5,0.0447154481,927,927,16.0046024323,10.5369217105,0,0,9271,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000275,163840,0.006303,0.211,0.9,3,linear,False,32,2,simple,,,5,500000,2048,12000,False,61.6142526268959,15.9208984375
20251228-090141,240000,,3133.3332519531,65.0666656494,1.1967432499,1.4189382792,21.9655170441,0.0687688738,,1.1967432499,-0.3493795395,8.0221242905,0,0,,,,22035,0.598996222,1669536.375,61.8654289246,927,1.1967432499,1.2500977516,43.546585083,61.8654289246,,,1.4189382672,1.4189382792,69.8000030518,64.3050001144,22035,21773.5749023437,3133.3332519531,3133.3332519531,0,0,927,927,13.4081525803,10.2689478874,0,0,9272,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000138,327680,0.00358,0.157,0.921,10,constant,True,128,1,simple,,,5,250000,64,12000,False,61.6142526268959,15.9208984375
20251228-090251,492000,0.0070870002,3133.3332519531,60.0333328247,1.729952693,1.3975427151,27.3254718781,0.2582716942,0.2829999924,1.729952693,0.3715170026,8.7960386276,0,0,0.000124,0.0615794249,0.0193842314,21763.666015625,2.0725166798,1388715.5,166.3651428223,927,1.729952693,1.814563036,156.0025482178,166.3651428223,0.0183923431,0.1018285466,1.4129062891,1.3975427151,69.1999969482,64.0939024948,21763.666015625,21647.0081935976,3133.3332519531,3133.3332519531,0,0,927,927,14.5971269608,10.3499763535,0,0,9273,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000124,81920,0.007087,0.283,0.91,4,constant,False,32,3,simple,,,5,500000,256,12000,False,61.6142526268959,15.9208984375
20251228-090546,240000,,3133.3332519531,63.8333320618,1.9260100126,1.3993685246,29.3055553436,0.0840793177,,1.9260100126,0.5950593352,12.6570110321,0,0,,,,21538.666015625,0.5545122623,1806765.625,78.5990524292,927,1.9260100126,1.9260100126,78.5990524292,78.5990524292,0.0341127288,0.4091955071,1.4079293966,1.3993685246,67.9333343506,63.8491662979,21644,21587.1666992187,3133.3332519531,3133.3332519531,0,0,927,927,13.2963075638,10.2983040333,0,0,9274,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000272,20480,0.005139,0.199,0.944,4,linear,False,32,1,simple,,,5,250000,64,12000,False,61.6142526268959,15.9208984375
20251228-090715,96000,,3133.3332519531,66.0999984741,1.1218518019,1.4140735865,21.22407341,0.0652528256,,1.1218518019,0.397760123,12.4106035233,0,0,,,,21650,0.5873767734,1703713.875,30.2532958984,927,1.1218518019,1.2096338272,12.5091409683,30.2532958984,0.0240859203,0.5033075809,1.4182275832,1.4140735865,67.4666671753,64.4562497139,21718.666015625,21641.5207519531,3133.3332519531,3133.3332519531,0,0,927,927,12.4106035233,10.2055261731,0,0,9275,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000238,81920,0.001675,0.155,0.935,3,linear,False,512,1,simple,,,5,100000,128,12000,False,61.6142526268959,15.9208984375
20251228-090752,240000,,3133.3332519531,63.0333328247,1.662211895,1.4109262228,26.6474647522,0.082292527,,1.662211895,0.2423121333,9.9636526108,0,0,,,,21688.666015625,0.5888835192,1698303.75,76.4454269409,927,1.662211895,1.7616666555,70.4483413696,76.4454269409,0.0170834423,0.1230890229,1.4149312735,1.4109262228,67.5,63.4233335495,21688.666015625,21629.0415039062,3133.3332519531,3133.3332519531,0,0,927,927,12.6684627533,10.0440275669,0,0,9276,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000218,81920,0.001733,0.232,0.947,3,linear,True,256,3,simple,,,5,250000,512,12000,False,61.6142526268959,15.9208984375
20251228-090925,96000,,3133.3332519531,67.1999969482,2.0274150372,1.3908754587,30.2715396881,0.0884447694,,2.0274150372,0.4936240911,12.0474700928,0,0,,,,21524,0.5656490326,1770451.875,34.2156639099,927,2.0274150372,2.0274150372,34.2156639099,34.2156639099,0.0357404919,0.1275910325,1.4079194516,1.3908754587,67.1999969482,64.7437496185,21556.333984375,21538.7292480469,3133.3332519531,3133.3332519531,0,0,927,927,13.5938873291,10.9998095036,0,0,9277,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000242,20480,0.003641,0.183,0.918,5,constant,False,64,3,simple,,,5,100000,512,12000,False,61.6142526268959,15.9208984375
20251228-091006,1992000,0.0000338584,3133.3332519531,59.3499984741,100.0000076294,1.2351645231,999,4.9133644104,0.1005520374,100.0000076294,1.0000972748,12.4472169876,0,0,0.0000008537,0.000006176,0.0230343845,21678,1.2244150639,1580017.25,778.184753418,927,100.0000076294,100.0000076294,63.0297317505,778.184753418,0.0243905011,0.0009894934,1.2831796264,1.2351645231,72.4000015259,62.9627510209,21738.5,21659.0722891566,3133.3332519531,3133.3332519531,0.5,0.0030120482,928,927.0060240964,16.3974075317,10.7559849383,0,0,9278,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000184,20480,0.005153,0.219,0.911,4,linear,True,512,3,simple,,,5,2000000,64,12000,False,61.6142526268959,15.9208984375
20251228-092313,1992000,,3133.3332519531,65.75,84.628578186,1.3249080181,850,2.0940682888,,84.628578186,9.2131814957,10.3645858765,0,0,,,,21582,0.4894688427,2046265.25,644.1128540039,927,84.628578186,100.0000076294,576.7954711914,644.1128540039,0.0253837668,0.3252595263,1.371578144,1.3249080181,83.4499969482,64.5119480225,21860,21676.6636506965,3133.3332519531,3133.3332519531,0.5,0.0030120482,928,927.0060240964,18.4671916962,11.4833124689,0,0,9279,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000197,40960,0.009012,0.169,0.921,5,linear,True,32,1,simple,,,5,2000000,64,12000,False,61.6142526268959,15.9208984375
20251228-093405,96000,,3133.3332519531,63.4500007629,1.1828571558,1.4189381599,21.8400001526,0.0710626841,,1.1828571558,-0.1159470156,9.101975441,0,0.5,,,,21706.5,0.6222609878,1616397.375,24.9886074066,927,1.1828571558,1.2224805355,9.828877449,24.9886074066,,,1.4189382643,1.4189381599,66.6999969482,64.8604168892,21718,21643.625,3133.3332519531,3133.3332519531,0.5,0.0625,927,927,13.5246934891,11.3654767275,0,0,9280,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000088,327680,0.005664,0.161,0.933,5,linear,False,256,3,simple,,,5,100000,256,12000,False,61.6142526268959,15.9208984375
20251228-093437,996000,0.0000385788,3133.3332519531,66.1999969482,100.0000152588,1.2840564251,999,11.6806612015,0.100733608,100.0000152588,1.001100421,7.2727479935,0,0,0.0000015471,0.0001354922,0.0257686302,21616.5,2.3347175121,1682714.625,444.2067871094,927,100.0000152588,100.0000152588,326.1831970215,444.2067871094,0.0248739046,0.0222754811,1.3642289825,1.2840564251,70.3499984741,64.0989957603,21725.5,21638.0903614458,3133.3332519531,3133.3332519531,0.3333333433,0.0040160644,927,927,18.1218891144,10.7579518226,0,0,9281,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000097,40960,0.001802,0.146,0.917,10,linear,True,32,2,simple,,,5,1000000,128,12000,False,61.6142526268959,15.9208984375
20251228-094208,96000,,3133.3332519531,63.1500015259,1.1688090563,1.4189382792,21.6408309937,0.0706267804,,1.1688090563,0.5927348137,10.7839632034,0,0,,,,21782.5,0.6241155863,1611465.5,25.2116146088,927,1.1688090563,1.1762808561,19.0975437164,25.2116146088,,,1.4189382493,1.4189382792,74.6999969482,65.9854168892,21782.5,21686.9372558594,3133.3332519531,3133.3332519531,0,0,927,927,14.6969079971,11.1760113239,0,0,9282,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000184,163840,0.008864,0.207,0.929,10,constant,False,512,2,simple,,,5,100000,2048,12000,False,61.6142526268959,15.9208984375
20251228-094241,1992000,,3133.3332519531,65.1999969482,97.1500167847,1.3111021519,971.4166870117,3.5002939701,,97.1500167847,9.8430366516,14.6997280121,0,0,,,,21613,0.4630790949,2162185,600.4873657227,927,97.1500167847,100.0000152588,515.8917236328,600.4873657227,0.0241586765,0.4543321003,1.3689724221,1.3111021519,70.5,63.8817268739,21728,21608.3996023155,3133.3332519531,3133.3332519531,0.5,0.0050200804,927.6666870117,927.0040161868,17.3935279846,11.150632752,0,0,9283,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000042,20480,0.007009,0.14,0.921,4,constant,False,64,2,simple,,,5,2000000,512,12000,False,61.6142526268959,15.9208984375
20251228-095251,996000,,3133.3332519531,67.6500015259,100.0000152588,1.1388083696,999,37.1854820251,,100.0000152588,0.9979550242,17.1072502136,0,0,,,,21825.5,0.485922426,2062901.25,453.427734375,927,100.0000152588,100.0000152588,328.9420776367,453.427734375,0.0204194865,0.0135806866,1.3257779156,1.1388083696,72.9000015259,64.5355422698,21889.666015625,21773.4196394955,3133.3332519531,3133.3332519531,0.3333333433,0.0040160644,927,927,18.4393959045,11.8574633081,0,0,9284,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000184,163840,0.003256,0.293,0.949,10,constant,True,64,2,simple,,,5,1000000,128,12000,False,61.6142526268959,15.9208984375
20251228-100032,96000,,3133.3332519531,65.2666702271,1.163962245,1.4189382792,21.6113204956,0.0704310685,,1.163962245,0.709584415,12.5162506104,0,0,,,,21764.333984375,0.6237105131,1612564.875,25.1348972321,927,1.163962245,1.1881679296,12.961807251,25.1348972321,,,1.4189382493,1.4189382792,66.8499984741,64.491666317,21764.333984375,21660.6457519531,3133.3332519531,3133.3332519531,0,0,927,927,13.305352211,10.6222922802,0,0,9285,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000246,327680,0.001765,0.286,0.915,4,linear,False,256,3,simple,,,5,100000,128,12000,False,61.6142526268959,15.9208984375
20251228-100104,996000,0.0000696369,3133.3332519531,65,100.0000076294,1.3407483101,999,7.7296929359,0.1021752954,100.0000076294,9.88585186,8.6658391953,0,0,0.0000005822,0.0047521843,0.0250532962,21607.5,1.6336632967,1656154.125,487.7254333496,927,100.0000076294,100.0000076294,148.8167877197,487.7254333496,0.0243424164,0.0753926352,1.3623224798,1.3407483101,71.5999984741,63.5618472272,21717,21601.0321206702,3133.3332519531,3133.3332519531,0,0,928.5,926.5722891566,17.5029602051,10.7038321495,0,0,9286,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000038,20480,0.003903,0.242,0.92,10,linear,False,256,3,simple,,,5,1000000,64,12000,False,61.6142526268959,15.9208984375
20251228-100919,996000,,3133.3332519531,66.8000030518,100.0000152588,1.1219443083,999,6.6143622398,,100.0000152588,9.9639234543,12.0822048187,0,0,,,,21672,0.4668540359,2155708.5,422.2817993164,927,100.0000152588,100.0000152588,79.6709976196,422.2817993164,0.0245305942,0.039752638,1.2387465368,1.1219443083,70.8499984741,64.324297296,21784,21630.7811558735,3133.3332519531,3133.3332519531,0.5,0.0120481928,927,926.8554216867,17.2709922791,11.0902678363,0,0,9287,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000119,20480,0.000514,0.218,0.926,8,constant,False,256,3,simple,,,5,1000000,1024,12000,False,61.6142526268959,15.9208984375
20251228-101629,492000,0.003155,3133.3332519531,64.9499969482,27.119052887,1.3014346361,265.7857055664,1.1730697155,0.1480000019,27.119052887,1.2542802095,14.6760034561,0,0,0.000102,0.0225823354,0.0261698905,21738,0.5087246895,1989770.125,222.9887084961,927,27.119052887,30.8609809875,220.9546966553,222.9887084961,0.0264676052,0.0342582663,1.3718232672,1.3014346361,68.8666687012,63.8516261403,21738,21663.9146341463,3133.3332519531,3133.3332519531,0.3333333433,0.0162601631,927,927,15.4391031265,10.7863156505,0,0,9288,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000102,81920,0.003155,0.148,0.93,10,constant,True,256,2,simple,,,5,500000,512,12000,False,61.6142526268959,15.9208984375
20251228-102041,240000,0.00048159,3133.3332519531,64.9499969482,79.6714401245,1.3673992157,838,3.1513345242,0.1086476594,79.6714401245,11.8911657333,9.0125236511,0,0,0.000019051,0.830886066,0.0332083851,21567.5,0.7120532393,1843923.25,78.7140655518,927,79.6714401245,100.0000152588,48.2878265381,78.7140655518,0.0344978795,0.4514808446,1.3839672506,1.3673992157,70.3499984741,64.6641664505,21662.5,21609.4666015625,3133.3332519531,3133.3332519531,0,0,927,927,13.0003728867,10.3566437721,0,0,9289,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000293,10240,0.007263,0.233,0.921,5,linear,True,256,1,simple,,,5,250000,2048,12000,False,61.6142526268959,15.9208984375
20251228-102209,996000,,3133.3332519531,65.0999984741,1.4427965879,1.4203662872,24.3792381287,0.0722771585,,1.4427965879,0.3033789098,12.7939844131,0,0,,,,21672.666015625,0.5694773793,1757486.375,356.7682495117,927,1.4427965879,1.4427965879,356.7682495117,356.7682495117,0.012371149,0.4407946927,1.4143013595,1.4203662872,69.9499969482,63.7134537754,21825.666015625,21700.979903991,3133.3332519531,3133.3332519531,0.5,0.0100401608,927,927,14.5701131821,10.4524755938,0,0,9290,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000121,81920,0.00695,0.23,0.904,5,constant,False,32,1,simple,,,5,1000000,64,12000,False,61.6142526268959,15.9208984375
20251228-102813,1992000,,3133.3332519531,68.9000015259,100.0000076294,1.3309504986,999,2.4666144848,,100.0000076294,1.8431264162,10.2643289566,0,0,,,,21776.5,0.4935308695,2029558.75,683.8493041992,927,100.0000076294,100.0000076294,630.5672607422,683.8493041992,0.0124353832,0.1142693581,1.3919196646,1.3309504986,81,65.0039156948,22526.5,21849.3011930535,3133.3332519531,3133.3332519531,0.3333333433,0.0040160644,927.6666870117,927.0040161868,16.9953384399,11.3035788737,0,0,9291,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000102,163840,0.001754,0.224,0.94,5,constant,True,64,1,simple,,,5,2000000,64,12000,False,61.6142526268959,15.9208984375
20251228-103945,996000,0.000594,3133.3332519531,65.5999984741,100.0000076294,1.2012130022,999,4.1856198311,0.1369999945,100.0000076294,1.002373457,10.698431015,0,0,0.000106,0.0003118697,0.0360630117,21569.5,0.8675137162,1742432.625,311.4001464844,927,100.0000076294,100.0000076294,268.8456420898,311.4001464844,0.0350915731,0.0405326122,1.3236560506,1.2012130022,73.0500030518,64.0516063277,21662.5,21590.2108198419,3133.3332519531,3133.3332519531,0.5,0.0120481928,929,927.0401611328,17.389705658,10.9699579032,0,0,9292,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000106,20480,0.000594,0.137,0.923,4,constant,False,256,1,simple,,,5,1000000,64,12000,False,61.6142526268959,15.9208984375
20251228-104504,996000,0.0000660951,3133.3332519531,66.3499984741,95.0461654663,1.1957718134,950.3076782227,9.636092186,0.1028698385,95.0461654663,14.8026723862,9.8533363342,0,0,0.0000027516,0.1340114325,0.0236795098,21663,1.8032193184,1878076.625,396.8212280273,927,95.0461654663,100.0000152588,125.2957229614,396.8212280273,0.0251331373,0.0688945065,1.2488259407,1.1957718134,75.1999969482,64.2560242343,21711.5,21638.8694700678,3133.3332519531,3133.3332519531,0,0,927,927,16.7363491058,11.7715940763,0,0,9293,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000186,40960,0.003802,0.294,0.925,8,linear,False,128,3,simple,,,5,1000000,1024,12000,False,61.6142526268959,15.9208984375
20251228-105148,996000,,3133.3332519531,64.1500015259,100.0000152588,1.3005754948,999,3.9780585766,,100.0000152588,0.9999184608,14.1495332718,0,0,,,,21592,0.4749692082,2116016.75,294.8665771484,927,100.0000152588,100.0000152588,76.9286575317,294.8665771484,0.0239602292,0.0068999406,1.3334510499,1.3005754948,71.0999984741,64.1357431986,21725.5,21605.9658556099,3133.3332519531,3133.3332519531,0,0,927,927,17.0145988464,11.6248302632,0,0,9294,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000286,20480,0.00816,0.192,0.941,4,linear,True,128,2,simple,,,5,1000000,1024,12000,False,61.6142526268959,15.9208984375
20251228-105639,96000,,2267.3332519531,7.2333331108,2.8778879642,1.3853436708,38.6666679382,0.408277452,,2.8778879642,0.6519876719,0.3605611324,0,52.3333320618,,,,18795.666015625,2.0634477139,489832.90625,185.3073883057,10610,2.8778879642,2.8778879642,185.3073883057,185.3073883057,0.0257829125,0.1177523956,1.4040004611,1.3853436708,24.8333339691,12.9625000358,18795.666015625,17566.4792480469,2267.3332519531,2267.3332519531,82.6666641235,59.375,10610,9377.4583129883,0.4507476389,0.3603978232,0,0,6935,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,1024,0.000277,20480,0.006523,0.104,0.945,8,linear,True,512,3,simple,,,5,100000,2048,12000,False,31.9124199450016,15.9208984375
20251228-105650,96000,,3133.3332519531,61.4000015259,1.3652976751,1.4055621624,23.6550312042,0.0717235208,,1.3652976751,0.2897910178,11.8668928146,0,0,,,,21575,0.5818506479,1720779.25,31.6890869141,927,1.3652976751,1.3652976751,31.6890869141,31.6890869141,0.0250754673,0.1997977719,1.413126871,1.4055621624,70.5666656494,65.2750000954,21579.333984375,21540.8752441406,3133.3332519531,3133.3332519531,0,0,927,927,13.1645126343,10.8108085394,0,0,9295,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000161,20480,0.000585,0.194,0.924,4,constant,False,32,2,simple,,,5,100000,2048,12000,False,61.6142526268959,15.9208984375
20251228-105728,240000,,3133.3332519531,66.5666656494,1.137430191,1.4144877195,21.3184356689,0.0662657395,,1.137430191,0.4257460237,10.7994146347,0,0,,,,21754,0.59356004,1684782.25,103.1441497803,927,1.137430191,1.2580708265,94.1026382446,103.1441497803,0.0123444619,0.1236235648,1.4175255656,1.4144877195,68.1333312988,65.3400003433,21884.5,21710.8168945312,3133.3332519531,3133.3332519531,0,0,927,927,13.1432151794,11.1456707001,0,0,9296,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000021,163840,0.001302,0.206,0.908,10,constant,False,256,2,simple,,,5,250000,1024,12000,False,61.6142526268959,15.9208984375
20251228-105921,996000,,3133.3332519531,67.1999969482,100.0000076294,1.2496203184,999,22.1106395721,,100.0000076294,6.8449187279,11.8455629349,0,0,,,,21696,0.4778992534,2092642.875,453.575958252,927,100.0000076294,100.0000076294,276.6913146973,453.575958252,0.0131891253,0.1315831846,1.3207929881,1.2496203184,72.8000030518,64.3311244551,21830,21705.3252541416,3133.3332519531,3133.3332519531,0,0,928,927.0120481928,16.5036277771,11.2604720679,0,0,9297,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000281,81920,0.002755,0.252,0.938,10,linear,False,128,3,simple,,,5,1000000,64,12000,False,61.6142526268959,15.9208984375
20251228-110003,996000,0.0000575921,2267.3332519531,10.1499996185,100.0000076294,1.3051451445,999,21.6091270447,0.100608401,100.0000076294,0.9998034835,0.203807205,0,73,0.0000031029,0.0001784859,0.0314953625,15837,4.54226017,406284.96875,1600.3205566406,10638.5,100.0000076294,100.0000076294,1033.8562011719,1600.3205566406,0.0343197818,0.0058479794,1.3390813247,1.3051451445,26.1499996185,12.7174698703,19157.5,17289.7730845256,2267.3332519531,2267.3332519531,87,73.2771083878,10970,10633.5421569089,0.4958496094,0.2963608923,0,0,6936,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303,,ppo,3DBallHard,512,0.000204,20480,0.003139,0.14,0.928,4,linear,False,512,3,simple,,,5,1000000,64,12000,False,31.9124199450016,15.9208984375
20251228-110702,1992000,,3133.3332519531,64.4000015259,100.0000076294,1.0944088697,999,2.4131567478,,100.0000076294,1.9555906057,12.2814207077,0,0,,,,21792.5,0.4918094873,2037557.625,632.8223876953,927,100.0000076294,100.0000076294,435.4728393555,632.8223876953,0.0143375644,0.0433789356,1.3137725304,1.0944088697,71.8000030518,64.3269079737,22027.5,21828.1746752636,3133.3332519531,3133.3332519531,0,0,927,927,17.9573707581,11.5732006107,0,0,9298,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.00022,163840,0.00465,0.251,0.906,4,constant,True,256,1,simple,,,5,2000000,64,12000,False,61.6142526268959,15.9208984375
20251228-111742,996000,,3133.3332519531,64.4000015259,1.134636879,1.4178702831,21.3109874725,0.0654640496,,1.134636879,0.3827480376,11.1799583435,0,0,,,,21647.333984375,0.5864335299,1706079,422.4047851562,927,1.134636879,1.2179536819,316.8163757324,422.4047851562,0.012079404,0.62372267,1.4190557779,1.4178702831,70,63.9943772741,21818.333984375,21694.0180722892,3133.3332519531,3133.3332519531,0.5,0.0461847398,927,927,15.0126571655,10.296363595,0,0,9299,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000023,81920,0.001965,0.205,0.926,8,linear,False,32,2,simple,,,5,1000000,128,12000,False,61.6142526268959,15.9208984375
20251228-112452,1992000,0.0052240002,3133.3332519531,65.8499984741,70.6764831543,1.2308827639,709,2.3326048851,0.1979999989,70.6764831543,7.3338446617,8.5641241074,0,0,0.000087,0.0254168902,0.0352119654,21607,0.644397676,1863745.75,552.5975952148,927,70.6764831543,100.0000152588,85.3676300049,552.5975952148,0.0342039288,0.0601739813,1.2985472284,1.2308827639,73.25,63.8811243586,21819.5,21633.78515625,3133.3332519531,3133.3332519531,0.5,0.0090361446,929,927.022088476,18.0046577454,11.1709966545,0,0,9300,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000087,10240,0.005224,0.198,0.913,3,constant,False,256,2,simple,,,5,2000000,2048,12000,False,61.6142526268959,15.9208984375
20251228-112707,492000,0.008351,2267.3332519531,13.8333330154,70.8128051758,1.4398036003,343.5882263184,6.2033419609,0.2579999864,70.8128051758,11.2844648361,0.3872976601,0,80.3333358765,0.000124,9.8065519333,0.036021281,16097.3330078125,18.4067878723,54327.78125,860.5845947266,10784,70.8128051758,131.7361755371,732.7393798828,860.5845947266,0.0343629021,3.5716844483,1.4272252263,1.4398036003,19.9333324432,12.688658598,16097.3330078125,15900.3142625762,2267.3332519531,2267.3332519531,86,70.9292682555,11069.5,10768.4857802973,0.5978437066,0.4477433312,0,0,6937,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303,,ppo,Crawler,512,0.000124,10240,0.008351,0.258,0.906,3,constant,False,128,2,simple,,,5,500000,128,12000,False,31.9124199450016,15.9208984375
20251228-113414,240000,,3133.3332519531,64.0333328247,1.8036230803,1.4122415781,28.0677967072,0.0846817121,,1.8036230803,0.2810389698,10.5347709656,0,0,,,,21650.666015625,0.5826847553,1717690.75,77.7955627441,927,1.8036230803,1.8581279516,74.8820571899,77.7955627441,0.0347064681,0.0605774254,1.4156953812,1.4122415781,71.9499969482,63.6216659546,21660.666015625,21595.6249023437,3133.3332519531,3133.3332519531,0,0,927,927,13.0323486328,9.3290757895,0,0,9301,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000076,20480,0.008335,0.298,0.914,3,linear,True,64,3,simple,,,5,250000,256,12000,False,61.6142526268959,15.9208984375
